flight_id,airline,origin,destination,route,scheduled_time,actual_time,flight_date,month,weekday,scheduled_hour,passengers,status,gate,delay_minutes,delay_band,is_on_time,is_delayed,is_cancelled,source_row_number
LH01260156,Lufthansa,FRA,AMS,FRA-AMS,2026-01-26 15:40:00,2026-01-26 15:54:00,2026-01-26,2026-01,Monday,15,296,ON_TIME,A18,14,ON_TIME,True,False,False,157
IB06070157,Iberia,FRA,VIE,FRA-VIE,2026-06-07 05:35:00,,2026-06-07,2026-06,Sunday,5,19,CANCELLED,E02,0,CANCELLED,False,False,True,158
UA03150158,United Airlines,FRA,MUC,FRA-MUC,2026-03-15 12:50:00,2026-03-15 13:17:00,2026-03-15,2026-03,Sunday,12,289,DELAYED,A12,27,16-30,False,True,False,159
DE06020159,Condor,FRA,VIE,FRA-VIE,2026-06-02 22:30:00,2026-06-02 22:15:00,2026-06-02,2026-06,Tuesday,22,55,ON_TIME,Z15,0,ON_TIME,True,False,False,160
EK05270160,Emirates,FRA,LHR,FRA-LHR,2026-05-27 18:40:00,2026-05-27 18:37:00,2026-05-27,2026-05,Wednesday,18,239,ON_TIME,A12,0,ON_TIME,True,False,False,161
LH05010161,Lufthansa,FRA,MAD,FRA-MAD,2026-05-01 07:10:00,2026-05-01 07:24:00,2026-05-01,2026-05,Friday,7,231,ON_TIME,B03,14,ON_TIME,True,False,False,162
DE03270162,Condor,FRA,PMI,FRA-PMI,2026-03-27 09:30:00,2026-03-27 09:48:00,2026-03-27,2026-03,Friday,9,144,DELAYED,D04,18,16-30,False,True,False,163
IB02160163,Iberia,FRA,JFK,FRA-JFK,2026-02-16 09:35:00,2026-02-16 09:55:00,2026-02-16,2026-02,Monday,9,157,DELAYED,A05,20,16-30,False,True,False,164
EK05120164,Emirates,FRA,CDG,FRA-CDG,2026-05-12 18:20:00,2026-05-12 20:39:00,2026-05-12,2026-05,Tuesday,18,152,DELAYED,B09,139,120+,False,True,False,165
EK06170165,Emirates,FRA,BER,FRA-BER,2026-06-17 15:50:00,2026-06-17 15:35:00,2026-06-17,2026-06,Wednesday,15,252,ON_TIME,B16,0,ON_TIME,True,False,False,166
BA06270166,British Airways,FRA,VIE,FRA-VIE,2026-06-27 21:00:00,2026-06-27 21:51:00,2026-06-27,2026-06,Saturday,21,97,DELAYED,C07,51,31-60,False,True,False,167
DE06040167,Condor,FRA,MAD,FRA-MAD,2026-06-04 11:20:00,2026-06-04 11:51:00,2026-06-04,2026-06,Thursday,11,283,DELAYED,Z15,31,31-60,False,True,False,168
UA06260168,United Airlines,FRA,HAM,FRA-HAM,2026-06-26 20:00:00,2026-06-26 20:27:00,2026-06-26,2026-06,Friday,20,235,DELAYED,Z15,27,16-30,False,True,False,169
UA06130169,United Airlines,FRA,CDG,FRA-CDG,2026-06-13 06:35:00,2026-06-13 06:25:00,2026-06-13,2026-06,Saturday,6,136,ON_TIME,A05,0,ON_TIME,True,False,False,170
UA01090171,United Airlines,FRA,PMI,FRA-PMI,2026-01-09 10:15:00,2026-01-09 10:01:00,2026-01-09,2026-01,Friday,10,326,ON_TIME,B16,0,ON_TIME,True,False,False,172
UA06160172,United Airlines,FRA,AMS,FRA-AMS,2026-06-16 13:45:00,2026-06-16 15:36:00,2026-06-16,2026-06,Tuesday,13,310,DELAYED,E02,111,61-120,False,True,False,173
UA01310173,United Airlines,FRA,ZRH,FRA-ZRH,2026-01-31 13:50:00,2026-01-31 14:11:00,2026-01-31,2026-01,Saturday,13,306,DELAYED,B03,21,16-30,False,True,False,174
DE01190174,Condor,FRA,HAM,FRA-HAM,2026-01-19 19:40:00,2026-01-19 20:26:00,2026-01-19,2026-01,Monday,19,99,DELAYED,B16,46,31-60,False,True,False,175
EK01170175,Emirates,FRA,DXB,FRA-DXB,2026-01-17 23:20:00,2026-01-17 23:30:00,2026-01-17,2026-01,Saturday,23,144,ON_TIME,B16,10,ON_TIME,True,False,False,176
AF02210176,Air France,FRA,MUC,FRA-MUC,2026-02-21 09:45:00,2026-02-21 12:07:00,2026-02-21,2026-02,Saturday,9,243,DELAYED,D04,142,120+,False,True,False,177
BA01230177,British Airways,FRA,PMI,FRA-PMI,2026-01-23 07:50:00,2026-01-23 07:58:00,2026-01-23,2026-01,Friday,7,264,ON_TIME,Z15,8,ON_TIME,True,False,False,178
DE03230178,Condor,FRA,HAM,FRA-HAM,2026-03-23 08:15:00,2026-03-23 08:02:00,2026-03-23,2026-03,Monday,8,120,ON_TIME,E02,0,ON_TIME,True,False,False,179
BA04210179,British Airways,FRA,HAM,FRA-HAM,2026-04-21 21:30:00,2026-04-21 21:24:00,2026-04-21,2026-04,Tuesday,21,170,ON_TIME,B16,0,ON_TIME,True,False,False,180
KL03060180,KLM,FRA,MUC,FRA-MUC,2026-03-06 12:20:00,2026-03-06 12:32:00,2026-03-06,2026-03,Friday,12,328,ON_TIME,A12,12,ON_TIME,True,False,False,181
BA05290181,British Airways,FRA,PMI,FRA-PMI,2026-05-29 09:40:00,2026-05-29 09:48:00,2026-05-29,2026-05,Friday,9,76,ON_TIME,A05,8,ON_TIME,True,False,False,182
DE06140182,Condor,FRA,BER,FRA-BER,2026-06-14 13:45:00,2026-06-14 13:30:00,2026-06-14,2026-06,Sunday,13,70,ON_TIME,D04,0,ON_TIME,True,False,False,183
KL03190183,KLM,FRA,JFK,FRA-JFK,2026-03-19 20:45:00,2026-03-19 21:43:00,2026-03-19,2026-03,Thursday,20,135,DELAYED,D04,58,31-60,False,True,False,184
UA04290184,United Airlines,FRA,VIE,FRA-VIE,2026-04-29 12:00:00,2026-04-29 11:55:00,2026-04-29,2026-04,Wednesday,12,218,ON_TIME,B16,0,ON_TIME,True,False,False,185
UA04050185,United Airlines,FRA,HAM,FRA-HAM,2026-04-05 22:20:00,2026-04-05 22:35:00,2026-04-05,2026-04,Sunday,22,127,ON_TIME,A12,15,ON_TIME,True,False,False,186
LH04090186,Lufthansa,FRA,CDG,FRA-CDG,2026-04-09 18:45:00,2026-04-09 19:11:00,2026-04-09,2026-04,Thursday,18,222,DELAYED,Z15,26,16-30,False,True,False,187
EK02100187,Emirates,FRA,LHR,FRA-LHR,2026-02-10 21:20:00,2026-02-10 21:54:00,2026-02-10,2026-02,Tuesday,21,256,DELAYED,E02,34,31-60,False,True,False,188
LH04210189,Lufthansa,FRA,MUC,FRA-MUC,2026-04-21 09:50:00,2026-04-21 10:06:00,2026-04-21,2026-04,Tuesday,9,154,DELAYED,B16,16,16-30,False,True,False,190
KL04090190,KLM,FRA,MUC,FRA-MUC,2026-04-09 22:15:00,2026-04-09 22:06:00,2026-04-09,2026-04,Thursday,22,115,ON_TIME,A18,0,ON_TIME,True,False,False,191
DE04060191,Condor,FRA,MAD,FRA-MAD,2026-04-06 16:20:00,2026-04-06 16:34:00,2026-04-06,2026-04,Monday,16,311,ON_TIME,A05,14,ON_TIME,True,False,False,192
LH02050192,Lufthansa,FRA,BER,FRA-BER,2026-02-05 16:15:00,2026-02-05 16:13:00,2026-02-05,2026-02,Thursday,16,318,ON_TIME,A18,0,ON_TIME,True,False,False,193
EK03230193,Emirates,FRA,PMI,FRA-PMI,2026-03-23 11:10:00,2026-03-23 11:23:00,2026-03-23,2026-03,Monday,11,315,ON_TIME,E02,13,ON_TIME,True,False,False,194
IB05250194,Iberia,FRA,DXB,FRA-DXB,2026-05-25 15:15:00,2026-05-25 15:09:00,2026-05-25,2026-05,Monday,15,111,ON_TIME,C07,0,ON_TIME,True,False,False,195
KL06260195,KLM,FRA,DXB,FRA-DXB,2026-06-26 06:25:00,2026-06-26 07:20:00,2026-06-26,2026-06,Friday,6,171,DELAYED,A05,55,31-60,False,True,False,196
IB05150196,Iberia,FRA,HAM,FRA-HAM,2026-05-15 17:40:00,2026-05-15 17:45:00,2026-05-15,2026-05,Friday,17,111,ON_TIME,B03,5,ON_TIME,True,False,False,197
LH03220197,Lufthansa,FRA,VIE,FRA-VIE,2026-03-22 18:40:00,2026-03-22 19:02:00,2026-03-22,2026-03,Sunday,18,296,DELAYED,A05,22,16-30,False,True,False,198
BA02230198,British Airways,FRA,ZRH,FRA-ZRH,2026-02-23 23:00:00,2026-02-23 23:41:00,2026-02-23,2026-02,Monday,23,247,DELAYED,B16,41,31-60,False,True,False,199
BA05170199,British Airways,FRA,VIE,FRA-VIE,2026-05-17 16:20:00,2026-05-17 16:39:00,2026-05-17,2026-05,Sunday,16,190,DELAYED,Z15,19,16-30,False,True,False,200
IB03050200,Iberia,FRA,LHR,FRA-LHR,2026-03-05 14:20:00,2026-03-05 14:05:00,2026-03-05,2026-03,Thursday,14,207,ON_TIME,B09,0,ON_TIME,True,False,False,201
AF05060201,Air France,FRA,DXB,FRA-DXB,2026-05-06 16:15:00,2026-05-06 17:08:00,2026-05-06,2026-05,Wednesday,16,117,DELAYED,Z15,53,31-60,False,True,False,202
UA03300202,United Airlines,FRA,MAD,FRA-MAD,2026-03-30 09:50:00,,2026-03-30,2026-03,Monday,9,2,CANCELLED,B16,0,CANCELLED,False,False,True,203
IB03070203,Iberia,FRA,JFK,FRA-JFK,2026-03-07 20:45:00,2026-03-07 20:30:00,2026-03-07,2026-03,Saturday,20,125,ON_TIME,A12,0,ON_TIME,True,False,False,204
AF01130204,Air France,FRA,LHR,FRA-LHR,2026-01-13 21:45:00,2026-01-13 23:23:00,2026-01-13,2026-01,Tuesday,21,224,DELAYED,D04,98,61-120,False,True,False,205
DE02050205,Condor,FRA,JFK,FRA-JFK,2026-02-05 06:20:00,2026-02-05 06:53:00,2026-02-05,2026-02,Thursday,6,298,DELAYED,D04,33,31-60,False,True,False,206
AF03240206,Air France,FRA,CDG,FRA-CDG,2026-03-24 14:30:00,2026-03-24 15:13:00,2026-03-24,2026-03,Tuesday,14,173,DELAYED,E02,43,31-60,False,True,False,207
LH04170207,Lufthansa,FRA,HAM,FRA-HAM,2026-04-17 10:30:00,2026-04-17 10:22:00,2026-04-17,2026-04,Friday,10,203,ON_TIME,A05,0,ON_TIME,True,False,False,208
LH05260208,Lufthansa,FRA,CDG,FRA-CDG,2026-05-26 09:00:00,2026-05-26 09:31:00,2026-05-26,2026-05,Tuesday,9,323,DELAYED,D04,31,31-60,False,True,False,209
BA04300209,British Airways,FRA,ZRH,FRA-ZRH,2026-04-30 13:45:00,2026-04-30 13:40:00,2026-04-30,2026-04,Thursday,13,150,ON_TIME,A05,0,ON_TIME,True,False,False,210
EK05260210,Emirates,FRA,CDG,FRA-CDG,2026-05-26 11:40:00,2026-05-26 12:28:00,2026-05-26,2026-05,Tuesday,11,262,DELAYED,C07,48,31-60,False,True,False,211
EK04130211,Emirates,FRA,MUC,FRA-MUC,2026-04-13 08:40:00,2026-04-13 09:59:00,2026-04-13,2026-04,Monday,8,175,DELAYED,D04,79,61-120,False,True,False,212
KL03190212,KLM,FRA,AMS,FRA-AMS,2026-03-19 05:50:00,2026-03-19 06:12:00,2026-03-19,2026-03,Thursday,5,86,DELAYED,A12,22,16-30,False,True,False,213
IB02100213,Iberia,FRA,CDG,FRA-CDG,2026-02-10 18:20:00,2026-02-10 19:05:00,2026-02-10,2026-02,Tuesday,18,206,DELAYED,B16,45,31-60,False,True,False,214
AF02040214,Air France,FRA,LHR,FRA-LHR,2026-02-04 20:40:00,2026-02-04 20:27:00,2026-02-04,2026-02,Wednesday,20,246,ON_TIME,C07,0,ON_TIME,True,False,False,215
IB06200215,Iberia,FRA,ZRH,FRA-ZRH,2026-06-20 11:45:00,2026-06-20 11:30:00,2026-06-20,2026-06,Saturday,11,325,ON_TIME,B16,0,ON_TIME,True,False,False,216
DE01290216,Condor,FRA,PMI,FRA-PMI,2026-01-29 07:20:00,2026-01-29 07:10:00,2026-01-29,2026-01,Thursday,7,329,ON_TIME,A18,0,ON_TIME,True,False,False,217
BA05140217,British Airways,FRA,AMS,FRA-AMS,2026-05-14 19:35:00,2026-05-14 19:43:00,2026-05-14,2026-05,Thursday,19,283,ON_TIME,A05,8,ON_TIME,True,False,False,218
IB05120218,Iberia,FRA,HAM,FRA-HAM,2026-05-12 19:15:00,2026-05-12 19:02:00,2026-05-12,2026-05,Tuesday,19,212,ON_TIME,A05,0,ON_TIME,True,False,False,219
UA01010219,United Airlines,FRA,CDG,FRA-CDG,2026-01-01 12:25:00,2026-01-01 12:10:00,2026-01-01,2026-01,Thursday,12,85,ON_TIME,A12,0,ON_TIME,True,False,False,220
IB03150220,Iberia,FRA,BER,FRA-BER,2026-03-15 18:40:00,2026-03-15 19:11:00,2026-03-15,2026-03,Sunday,18,270,DELAYED,B16,31,31-60,False,True,False,221
BA04110222,British Airways,FRA,ZRH,FRA-ZRH,2026-04-11 21:40:00,2026-04-11 21:29:00,2026-04-11,2026-04,Saturday,21,56,ON_TIME,A05,0,ON_TIME,True,False,False,223
KL06220223,KLM,FRA,VIE,FRA-VIE,2026-06-22 23:10:00,2026-06-22 23:32:00,2026-06-22,2026-06,Monday,23,196,DELAYED,B03,22,16-30,False,True,False,224
DE06190224,Condor,FRA,BER,FRA-BER,2026-06-19 19:25:00,2026-06-19 19:23:00,2026-06-19,2026-06,Friday,19,63,ON_TIME,B03,0,ON_TIME,True,False,False,225
AF01260225,Air France,FRA,MUC,FRA-MUC,2026-01-26 07:15:00,2026-01-26 07:27:00,2026-01-26,2026-01,Monday,7,260,ON_TIME,D04,12,ON_TIME,True,False,False,226
AF02250226,Air France,FRA,ZRH,FRA-ZRH,2026-02-25 06:40:00,2026-02-25 06:47:00,2026-02-25,2026-02,Wednesday,6,218,ON_TIME,Z15,7,ON_TIME,True,False,False,227
EK03190227,Emirates,FRA,LHR,FRA-LHR,2026-03-19 10:20:00,2026-03-19 10:31:00,2026-03-19,2026-03,Thursday,10,144,ON_TIME,C07,11,ON_TIME,True,False,False,228
IB03300228,Iberia,FRA,BER,FRA-BER,2026-03-30 18:20:00,2026-03-30 18:42:00,2026-03-30,2026-03,Monday,18,131,DELAYED,B09,22,16-30,False,True,False,229
UA05180229,United Airlines,FRA,HAM,FRA-HAM,2026-05-18 20:45:00,2026-05-18 20:47:00,2026-05-18,2026-05,Monday,20,84,ON_TIME,E02,2,ON_TIME,True,False,False,230
UA05230230,United Airlines,FRA,MAD,FRA-MAD,2026-05-23 21:40:00,2026-05-23 22:30:00,2026-05-23,2026-05,Saturday,21,224,DELAYED,A12,50,31-60,False,True,False,231
IB01240231,Iberia,FRA,AMS,FRA-AMS,2026-01-24 22:45:00,2026-01-24 23:30:00,2026-01-24,2026-01,Saturday,22,151,DELAYED,Z15,45,31-60,False,True,False,232
AF02230232,Air France,FRA,VIE,FRA-VIE,2026-02-23 15:50:00,2026-02-23 17:36:00,2026-02-23,2026-02,Monday,15,115,DELAYED,D04,106,61-120,False,True,False,233
AF06040233,Air France,FRA,DXB,FRA-DXB,2026-06-04 12:10:00,2026-06-04 11:55:00,2026-06-04,2026-06,Thursday,12,328,ON_TIME,B16,0,ON_TIME,True,False,False,234
KL04030234,KLM,FRA,CDG,FRA-CDG,2026-04-03 22:15:00,2026-04-03 22:16:00,2026-04-03,2026-04,Friday,22,295,ON_TIME,B16,1,ON_TIME,True,False,False,235
AF03220235,Air France,FRA,AMS,FRA-AMS,2026-03-22 18:30:00,2026-03-22 18:46:00,2026-03-22,2026-03,Sunday,18,268,DELAYED,B09,16,16-30,False,True,False,236
BA03260236,British Airways,FRA,LHR,FRA-LHR,2026-03-26 13:10:00,2026-03-26 13:37:00,2026-03-26,2026-03,Thursday,13,227,DELAYED,B09,27,16-30,False,True,False,237
IB06140237,Iberia,FRA,DXB,FRA-DXB,2026-06-14 21:15:00,2026-06-14 21:33:00,2026-06-14,2026-06,Sunday,21,305,DELAYED,A18,18,16-30,False,True,False,238
LH01090238,Lufthansa,FRA,ZRH,FRA-ZRH,2026-01-09 07:30:00,2026-01-09 07:30:00,2026-01-09,2026-01,Friday,7,173,ON_TIME,A12,0,ON_TIME,True,False,False,239
LH05170240,Lufthansa,FRA,BER,FRA-BER,2026-05-17 23:10:00,,2026-05-17,2026-05,Sunday,23,8,CANCELLED,E02,0,CANCELLED,False,False,True,241
KL05090241,KLM,FRA,BER,FRA-BER,2026-05-09 18:40:00,2026-05-09 19:05:00,2026-05-09,2026-05,Saturday,18,324,DELAYED,B09,25,16-30,False,True,False,242
EK04120242,Emirates,FRA,CDG,FRA-CDG,2026-04-12 08:00:00,2026-04-12 08:22:00,2026-04-12,2026-04,Sunday,8,179,DELAYED,B03,22,16-30,False,True,False,243
KL01210243,KLM,FRA,JFK,FRA-JFK,2026-01-21 06:35:00,2026-01-21 06:29:00,2026-01-21,2026-01,Wednesday,6,142,ON_TIME,A12,0,ON_TIME,True,False,False,244
IB06150244,Iberia,FRA,MAD,FRA-MAD,2026-06-15 16:25:00,2026-06-15 16:58:00,2026-06-15,2026-06,Monday,16,325,DELAYED,A05,33,31-60,False,True,False,245
AF06270245,Air France,FRA,LHR,FRA-LHR,2026-06-27 20:50:00,2026-06-27 21:53:00,2026-06-27,2026-06,Saturday,20,71,DELAYED,A18,63,61-120,False,True,False,246
EK02230246,Emirates,FRA,BER,FRA-BER,2026-02-23 10:10:00,2026-02-23 10:49:00,2026-02-23,2026-02,Monday,10,178,DELAYED,Z15,39,31-60,False,True,False,247
UA05190247,United Airlines,FRA,JFK,FRA-JFK,2026-05-19 16:10:00,2026-05-19 17:10:00,2026-05-19,2026-05,Tuesday,16,311,DELAYED,B16,60,31-60,False,True,False,248
LH04220248,Lufthansa,FRA,MUC,FRA-MUC,2026-04-22 12:35:00,2026-04-22 13:44:00,2026-04-22,2026-04,Wednesday,12,258,DELAYED,B16,69,61-120,False,True,False,249
LH03110249,Lufthansa,FRA,JFK,FRA-JFK,2026-03-11 20:15:00,2026-03-11 20:07:00,2026-03-11,2026-03,Wednesday,20,249,ON_TIME,A12,0,ON_TIME,True,False,False,250
KL01190250,KLM,FRA,LHR,FRA-LHR,2026-01-19 07:50:00,2026-01-19 07:56:00,2026-01-19,2026-01,Monday,7,133,ON_TIME,C07,6,ON_TIME,True,False,False,251
EK01280251,Emirates,FRA,AMS,FRA-AMS,2026-01-28 07:30:00,2026-01-28 07:15:00,2026-01-28,2026-01,Wednesday,7,99,ON_TIME,A18,0,ON_TIME,True,False,False,252
UA05230252,United Airlines,FRA,VIE,FRA-VIE,2026-05-23 23:20:00,2026-05-24 01:18:00,2026-05-23,2026-05,Saturday,23,102,DELAYED,Z15,118,61-120,False,True,False,253
EK01040253,Emirates,FRA,MAD,FRA-MAD,2026-01-04 15:10:00,2026-01-04 16:08:00,2026-01-04,2026-01,Sunday,15,179,DELAYED,Z15,58,31-60,False,True,False,254
BA04080254,British Airways,FRA,JFK,FRA-JFK,2026-04-08 10:40:00,2026-04-08 11:20:00,2026-04-08,2026-04,Wednesday,10,129,DELAYED,A12,40,31-60,False,True,False,255
BA03120255,British Airways,FRA,MAD,FRA-MAD,2026-03-12 18:50:00,2026-03-12 19:20:00,2026-03-12,2026-03,Thursday,18,308,DELAYED,Z15,30,16-30,False,True,False,256
AF01280256,Air France,FRA,VIE,FRA-VIE,2026-01-28 09:50:00,,2026-01-28,2026-01,Wednesday,9,19,CANCELLED,C07,0,CANCELLED,False,False,True,257
EK03270257,Emirates,FRA,VIE,FRA-VIE,2026-03-27 19:25:00,2026-03-27 19:14:00,2026-03-27,2026-03,Friday,19,215,ON_TIME,A18,0,ON_TIME,True,False,False,258
UA03160258,United Airlines,FRA,AMS,FRA-AMS,2026-03-16 21:25:00,2026-03-16 22:32:00,2026-03-16,2026-03,Monday,21,198,DELAYED,C07,67,61-120,False,True,False,259
EK05250259,Emirates,FRA,MUC,FRA-MUC,2026-05-25 12:25:00,2026-05-25 15:14:00,2026-05-25,2026-05,Monday,12,291,DELAYED,B03,169,120+,False,True,False,260
IB06270260,Iberia,FRA,CDG,FRA-CDG,2026-06-27 08:10:00,2026-06-27 09:01:00,2026-06-27,2026-06,Saturday,8,210,DELAYED,B03,51,31-60,False,True,False,261
KL02090261,KLM,FRA,JFK,FRA-JFK,2026-02-09 19:10:00,2026-02-09 19:51:00,2026-02-09,2026-02,Monday,19,314,DELAYED,C07,41,31-60,False,True,False,262
LH06290262,Lufthansa,FRA,AMS,FRA-AMS,2026-06-29 23:25:00,2026-06-29 23:37:00,2026-06-29,2026-06,Monday,23,182,ON_TIME,B16,12,ON_TIME,True,False,False,263
BA06060263,British Airways,FRA,JFK,FRA-JFK,2026-06-06 07:25:00,2026-06-06 07:28:00,2026-06-06,2026-06,Saturday,7,275,ON_TIME,A12,3,ON_TIME,True,False,False,264
LH03080264,Lufthansa,FRA,MUC,FRA-MUC,2026-03-08 13:20:00,2026-03-08 13:12:00,2026-03-08,2026-03,Sunday,13,168,ON_TIME,D04,0,ON_TIME,True,False,False,265
EK04290265,Emirates,FRA,MAD,FRA-MAD,2026-04-29 21:40:00,2026-04-29 22:05:00,2026-04-29,2026-04,Wednesday,21,98,DELAYED,A12,25,16-30,False,True,False,266
BA03210266,British Airways,FRA,AMS,FRA-AMS,2026-03-21 16:15:00,2026-03-21 16:31:00,2026-03-21,2026-03,Saturday,16,233,DELAYED,D04,16,16-30,False,True,False,267
DE06280267,Condor,FRA,VIE,FRA-VIE,2026-06-28 20:00:00,2026-06-28 22:18:00,2026-06-28,2026-06,Sunday,20,110,DELAYED,A18,138,120+,False,True,False,268
AF02140268,Air France,FRA,ZRH,FRA-ZRH,2026-02-14 22:40:00,2026-02-14 23:04:00,2026-02-14,2026-02,Saturday,22,291,DELAYED,B03,24,16-30,False,True,False,269
UA02170269,United Airlines,FRA,JFK,FRA-JFK,2026-02-17 11:10:00,2026-02-17 11:20:00,2026-02-17,2026-02,Tuesday,11,274,ON_TIME,C07,10,ON_TIME,True,False,False,270
LH02240270,Lufthansa,FRA,DXB,FRA-DXB,2026-02-24 11:50:00,2026-02-24 11:35:00,2026-02-24,2026-02,Tuesday,11,87,ON_TIME,Z15,0,ON_TIME,True,False,False,271
DE02170271,Condor,FRA,ZRH,FRA-ZRH,2026-02-17 17:00:00,2026-02-17 17:41:00,2026-02-17,2026-02,Tuesday,17,215,DELAYED,Z15,41,31-60,False,True,False,272
UA04110272,United Airlines,FRA,PMI,FRA-PMI,2026-04-11 09:00:00,2026-04-11 09:37:00,2026-04-11,2026-04,Saturday,9,143,DELAYED,B09,37,31-60,False,True,False,273
DE02040273,Condor,FRA,JFK,FRA-JFK,2026-02-04 15:35:00,2026-02-04 16:06:00,2026-02-04,2026-02,Wednesday,15,253,DELAYED,C07,31,31-60,False,True,False,274
BA04090274,British Airways,FRA,PMI,FRA-PMI,2026-04-09 18:40:00,2026-04-09 19:10:00,2026-04-09,2026-04,Thursday,18,143,DELAYED,E02,30,16-30,False,True,False,275
BA03150275,British Airways,FRA,VIE,FRA-VIE,2026-03-15 09:40:00,2026-03-15 09:46:00,2026-03-15,2026-03,Sunday,9,59,ON_TIME,D04,6,ON_TIME,True,False,False,276
BA04090276,British Airways,FRA,LHR,FRA-LHR,2026-04-09 23:20:00,2026-04-09 23:36:00,2026-04-09,2026-04,Thursday,23,306,DELAYED,C07,16,16-30,False,True,False,277
IB02120277,Iberia,FRA,VIE,FRA-VIE,2026-02-12 08:25:00,,2026-02-12,2026-02,Thursday,8,17,CANCELLED,B09,0,CANCELLED,False,False,True,278
BA05250278,British Airways,FRA,VIE,FRA-VIE,2026-05-25 21:20:00,2026-05-25 21:14:00,2026-05-25,2026-05,Monday,21,192,ON_TIME,E02,0,ON_TIME,True,False,False,279
EK01110279,Emirates,FRA,ZRH,FRA-ZRH,2026-01-11 20:20:00,2026-01-11 20:05:00,2026-01-11,2026-01,Sunday,20,181,ON_TIME,B09,0,ON_TIME,True,False,False,280
LH03090280,Lufthansa,FRA,VIE,FRA-VIE,2026-03-09 16:35:00,2026-03-09 17:07:00,2026-03-09,2026-03,Monday,16,176,DELAYED,B03,32,31-60,False,True,False,281
EK06060281,Emirates,FRA,DXB,FRA-DXB,2026-06-06 18:40:00,2026-06-06 19:04:00,2026-06-06,2026-06,Saturday,18,234,DELAYED,E02,24,16-30,False,True,False,282
KL05180282,KLM,FRA,PMI,FRA-PMI,2026-05-18 11:00:00,2026-05-18 10:45:00,2026-05-18,2026-05,Monday,11,191,ON_TIME,E02,0,ON_TIME,True,False,False,283
DE04160283,Condor,FRA,HAM,FRA-HAM,2026-04-16 06:50:00,2026-04-16 07:38:00,2026-04-16,2026-04,Thursday,6,219,DELAYED,B03,48,31-60,False,True,False,284
UA02060284,United Airlines,FRA,VIE,FRA-VIE,2026-02-06 14:10:00,2026-02-06 17:24:00,2026-02-06,2026-02,Friday,14,102,DELAYED,C07,194,120+,False,True,False,285
DE04120286,Condor,FRA,ZRH,FRA-ZRH,2026-04-12 12:10:00,2026-04-12 12:25:00,2026-04-12,2026-04,Sunday,12,220,ON_TIME,B09,15,ON_TIME,True,False,False,287
EK05280287,Emirates,FRA,ZRH,FRA-ZRH,2026-05-28 10:25:00,2026-05-28 10:51:00,2026-05-28,2026-05,Thursday,10,78,DELAYED,A12,26,16-30,False,True,False,288
IB02010288,Iberia,FRA,BER,FRA-BER,2026-02-01 11:15:00,2026-02-01 11:00:00,2026-02-01,2026-02,Sunday,11,274,ON_TIME,B03,0,ON_TIME,True,False,False,289
BA03190289,British Airways,FRA,JFK,FRA-JFK,2026-03-19 10:50:00,2026-03-19 10:58:00,2026-03-19,2026-03,Thursday,10,139,ON_TIME,A05,8,ON_TIME,True,False,False,290
UA03200290,United Airlines,FRA,JFK,FRA-JFK,2026-03-20 13:10:00,2026-03-20 13:32:00,2026-03-20,2026-03,Friday,13,55,DELAYED,B03,22,16-30,False,True,False,291
IB02280292,Iberia,FRA,MUC,FRA-MUC,2026-02-28 17:35:00,2026-02-28 17:51:00,2026-02-28,2026-02,Saturday,17,215,DELAYED,B16,16,16-30,False,True,False,293
KL04080293,KLM,FRA,HAM,FRA-HAM,2026-04-08 09:40:00,2026-04-08 09:25:00,2026-04-08,2026-04,Wednesday,9,234,ON_TIME,B03,0,ON_TIME,True,False,False,294
BA06070294,British Airways,FRA,MAD,FRA-MAD,2026-06-07 19:45:00,2026-06-07 19:46:00,2026-06-07,2026-06,Sunday,19,118,ON_TIME,Z15,1,ON_TIME,True,False,False,295
UA04200295,United Airlines,FRA,AMS,FRA-AMS,2026-04-20 15:40:00,2026-04-20 15:43:00,2026-04-20,2026-04,Monday,15,200,ON_TIME,A05,3,ON_TIME,True,False,False,296
KL05130296,KLM,FRA,LHR,FRA-LHR,2026-05-13 21:45:00,2026-05-13 21:45:00,2026-05-13,2026-05,Wednesday,21,82,ON_TIME,B03,0,ON_TIME,True,False,False,297
IB01290297,Iberia,FRA,MAD,FRA-MAD,2026-01-29 13:15:00,2026-01-29 15:45:00,2026-01-29,2026-01,Thursday,13,217,DELAYED,A18,150,120+,False,True,False,298
UA04180298,United Airlines,FRA,PMI,FRA-PMI,2026-04-18 17:20:00,2026-04-18 17:56:00,2026-04-18,2026-04,Saturday,17,92,DELAYED,A05,36,31-60,False,True,False,299
DE03090299,Condor,FRA,BER,FRA-BER,2026-03-09 11:30:00,2026-03-09 12:07:00,2026-03-09,2026-03,Monday,11,311,DELAYED,C07,37,31-60,False,True,False,300
UA04130300,United Airlines,FRA,DXB,FRA-DXB,2026-04-13 08:20:00,2026-04-13 08:26:00,2026-04-13,2026-04,Monday,8,97,ON_TIME,B09,6,ON_TIME,True,False,False,301
DE02220301,Condor,FRA,ZRH,FRA-ZRH,2026-02-22 10:20:00,2026-02-22 10:05:00,2026-02-22,2026-02,Sunday,10,88,ON_TIME,B09,0,ON_TIME,True,False,False,302
LH06200303,Lufthansa,FRA,CDG,FRA-CDG,2026-06-20 10:35:00,,2026-06-20,2026-06,Saturday,10,11,CANCELLED,E02,0,CANCELLED,False,False,True,304
