flight_key,flight_id,airline_key,origin_airport_key,destination_airport_key,date_key,scheduled_time,actual_time,scheduled_hour,route,gate,status,passengers,delay_minutes,delay_band,is_on_time,is_delayed,is_cancelled
175,EK03230193,4,5,11,20260323,2026-03-23 11:10:00,2026-03-23 11:23:00,11,FRA-PMI,E02,ON_TIME,315,13,ON_TIME,True,False,False
176,IB05250194,5,5,4,20260525,2026-05-25 15:15:00,2026-05-25 15:09:00,15,FRA-DXB,C07,ON_TIME,111,0,ON_TIME,True,False,False
177,KL06260195,6,5,4,20260626,2026-06-26 06:25:00,2026-06-26 07:20:00,6,FRA-DXB,A05,DELAYED,171,55,31-60,False,True,False
178,IB05150196,5,5,6,20260515,2026-05-15 17:40:00,2026-05-15 17:45:00,17,FRA-HAM,B03,ON_TIME,111,5,ON_TIME,True,False,False
179,LH03220197,7,5,12,20260322,2026-03-22 18:40:00,2026-03-22 19:02:00,18,FRA-VIE,A05,DELAYED,296,22,16-30,False,True,False
180,BA02230198,2,5,13,20260223,2026-02-23 23:00:00,2026-02-23 23:41:00,23,FRA-ZRH,B16,DELAYED,247,41,31-60,False,True,False
181,BA05170199,2,5,12,20260517,2026-05-17 16:20:00,2026-05-17 16:39:00,16,FRA-VIE,Z15,DELAYED,190,19,16-30,False,True,False
182,IB03050200,5,5,8,20260305,2026-03-05 14:20:00,2026-03-05 14:05:00,14,FRA-LHR,B09,ON_TIME,207,0,ON_TIME,True,False,False
183,AF05060201,1,5,4,20260506,2026-05-06 16:15:00,2026-05-06 17:08:00,16,FRA-DXB,Z15,DELAYED,117,53,31-60,False,True,False
184,UA03300202,8,5,9,20260330,2026-03-30 09:50:00,,9,FRA-MAD,B16,CANCELLED,2,0,CANCELLED,False,False,True
185,IB03070203,5,5,7,20260307,2026-03-07 20:45:00,2026-03-07 20:30:00,20,FRA-JFK,A12,ON_TIME,125,0,ON_TIME,True,False,False
186,AF01130204,1,5,8,20260113,2026-01-13 21:45:00,2026-01-13 23:23:00,21,FRA-LHR,D04,DELAYED,224,98,61-120,False,True,False
187,DE02050205,3,5,7,20260205,2026-02-05 06:20:00,2026-02-05 06:53:00,6,FRA-JFK,D04,DELAYED,298,33,31-60,False,True,False
188,AF03240206,1,5,3,20260324,2026-03-24 14:30:00,2026-03-24 15:13:00,14,FRA-CDG,E02,DELAYED,173,43,31-60,False,True,False
189,LH04170207,7,5,6,20260417,2026-04-17 10:30:00,2026-04-17 10:22:00,10,FRA-HAM,A05,ON_TIME,203,0,ON_TIME,True,False,False
190,LH05260208,7,5,3,20260526,2026-05-26 09:00:00,2026-05-26 09:31:00,9,FRA-CDG,D04,DELAYED,323,31,31-60,False,True,False
191,BA04300209,2,5,13,20260430,2026-04-30 13:45:00,2026-04-30 13:40:00,13,FRA-ZRH,A05,ON_TIME,150,0,ON_TIME,True,False,False
192,EK05260210,4,5,3,20260526,2026-05-26 11:40:00,2026-05-26 12:28:00,11,FRA-CDG,C07,DELAYED,262,48,31-60,False,True,False
193,EK04130211,4,5,10,20260413,2026-04-13 08:40:00,2026-04-13 09:59:00,8,FRA-MUC,D04,DELAYED,175,79,61-120,False,True,False
194,KL03190212,6,5,1,20260319,2026-03-19 05:50:00,2026-03-19 06:12:00,5,FRA-AMS,A12,DELAYED,86,22,16-30,False,True,False
195,IB02100213,5,5,3,20260210,2026-02-10 18:20:00,2026-02-10 19:05:00,18,FRA-CDG,B16,DELAYED,206,45,31-60,False,True,False
196,AF02040214,1,5,8,20260204,2026-02-04 20:40:00,2026-02-04 20:27:00,20,FRA-LHR,C07,ON_TIME,246,0,ON_TIME,True,False,False
197,IB06200215,5,5,13,20260620,2026-06-20 11:45:00,2026-06-20 11:30:00,11,FRA-ZRH,B16,ON_TIME,325,0,ON_TIME,True,False,False
198,DE01290216,3,5,11,20260129,2026-01-29 07:20:00,2026-01-29 07:10:00,7,FRA-PMI,A18,ON_TIME,329,0,ON_TIME,True,False,False
199,BA05140217,2,5,1,20260514,2026-05-14 19:35:00,2026-05-14 19:43:00,19,FRA-AMS,A05,ON_TIME,283,8,ON_TIME,True,False,False
200,IB05120218,5,5,6,20260512,2026-05-12 19:15:00,2026-05-12 19:02:00,19,FRA-HAM,A05,ON_TIME,212,0,ON_TIME,True,False,False
201,UA01010219,8,5,3,20260101,2026-01-01 12:25:00,2026-01-01 12:10:00,12,FRA-CDG,A12,ON_TIME,85,0,ON_TIME,True,False,False
202,IB03150220,5,5,2,20260315,2026-03-15 18:40:00,2026-03-15 19:11:00,18,FRA-BER,B16,DELAYED,270,31,31-60,False,True,False
203,BA04110222,2,5,13,20260411,2026-04-11 21:40:00,2026-04-11 21:29:00,21,FRA-ZRH,A05,ON_TIME,56,0,ON_TIME,True,False,False
204,KL06220223,6,5,12,20260622,2026-06-22 23:10:00,2026-06-22 23:32:00,23,FRA-VIE,B03,DELAYED,196,22,16-30,False,True,False
205,DE06190224,3,5,2,20260619,2026-06-19 19:25:00,2026-06-19 19:23:00,19,FRA-BER,B03,ON_TIME,63,0,ON_TIME,True,False,False
206,AF01260225,1,5,10,20260126,2026-01-26 07:15:00,2026-01-26 07:27:00,7,FRA-MUC,D04,ON_TIME,260,12,ON_TIME,True,False,False
207,AF02250226,1,5,13,20260225,2026-02-25 06:40:00,2026-02-25 06:47:00,6,FRA-ZRH,Z15,ON_TIME,218,7,ON_TIME,True,False,False
208,EK03190227,4,5,8,20260319,2026-03-19 10:20:00,2026-03-19 10:31:00,10,FRA-LHR,C07,ON_TIME,144,11,ON_TIME,True,False,False
209,IB03300228,5,5,2,20260330,2026-03-30 18:20:00,2026-03-30 18:42:00,18,FRA-BER,B09,DELAYED,131,22,16-30,False,True,False
210,UA05180229,8,5,6,20260518,2026-05-18 20:45:00,2026-05-18 20:47:00,20,FRA-HAM,E02,ON_TIME,84,2,ON_TIME,True,False,False
211,UA05230230,8,5,9,20260523,2026-05-23 21:40:00,2026-05-23 22:30:00,21,FRA-MAD,A12,DELAYED,224,50,31-60,False,True,False
212,IB01240231,5,5,1,20260124,2026-01-24 22:45:00,2026-01-24 23:30:00,22,FRA-AMS,Z15,DELAYED,151,45,31-60,False,True,False
213,AF02230232,1,5,12,20260223,2026-02-23 15:50:00,2026-02-23 17:36:00,15,FRA-VIE,D04,DELAYED,115,106,61-120,False,True,False
214,AF06040233,1,5,4,20260604,2026-06-04 12:10:00,2026-06-04 11:55:00,12,FRA-DXB,B16,ON_TIME,328,0,ON_TIME,True,False,False
215,KL04030234,6,5,3,20260403,2026-04-03 22:15:00,2026-04-03 22:16:00,22,FRA-CDG,B16,ON_TIME,295,1,ON_TIME,True,False,False
216,AF03220235,1,5,1,20260322,2026-03-22 18:30:00,2026-03-22 18:46:00,18,FRA-AMS,B09,DELAYED,268,16,16-30,False,True,False
217,BA03260236,2,5,8,20260326,2026-03-26 13:10:00,2026-03-26 13:37:00,13,FRA-LHR,B09,DELAYED,227,27,16-30,False,True,False
218,IB06140237,5,5,4,20260614,2026-06-14 21:15:00,2026-06-14 21:33:00,21,FRA-DXB,A18,DELAYED,305,18,16-30,False,True,False
219,LH01090238,7,5,13,20260109,2026-01-09 07:30:00,2026-01-09 07:30:00,7,FRA-ZRH,A12,ON_TIME,173,0,ON_TIME,True,False,False
220,LH05170240,7,5,2,20260517,2026-05-17 23:10:00,,23,FRA-BER,E02,CANCELLED,8,0,CANCELLED,False,False,True
221,KL05090241,6,5,2,20260509,2026-05-09 18:40:00,2026-05-09 19:05:00,18,FRA-BER,B09,DELAYED,324,25,16-30,False,True,False
222,EK04120242,4,5,3,20260412,2026-04-12 08:00:00,2026-04-12 08:22:00,8,FRA-CDG,B03,DELAYED,179,22,16-30,False,True,False
223,KL01210243,6,5,7,20260121,2026-01-21 06:35:00,2026-01-21 06:29:00,6,FRA-JFK,A12,ON_TIME,142,0,ON_TIME,True,False,False
224,IB06150244,5,5,9,20260615,2026-06-15 16:25:00,2026-06-15 16:58:00,16,FRA-MAD,A05,DELAYED,325,33,31-60,False,True,False
225,AF06270245,1,5,8,20260627,2026-06-27 20:50:00,2026-06-27 21:53:00,20,FRA-LHR,A18,DELAYED,71,63,61-120,False,True,False
226,EK02230246,4,5,2,20260223,2026-02-23 10:10:00,2026-02-23 10:49:00,10,FRA-BER,Z15,DELAYED,178,39,31-60,False,True,False
227,UA05190247,8,5,7,20260519,2026-05-19 16:10:00,2026-05-19 17:10:00,16,FRA-JFK,B16,DELAYED,311,60,31-60,False,True,False
228,LH04220248,7,5,10,20260422,2026-04-22 12:35:00,2026-04-22 13:44:00,12,FRA-MUC,B16,DELAYED,258,69,61-120,False,True,False
229,LH03110249,7,5,7,20260311,2026-03-11 20:15:00,2026-03-11 20:07:00,20,FRA-JFK,A12,ON_TIME,249,0,ON_TIME,True,False,False
230,KL01190250,6,5,8,20260119,2026-01-19 07:50:00,2026-01-19 07:56:00,7,FRA-LHR,C07,ON_TIME,133,6,ON_TIME,True,False,False
231,EK01280251,4,5,1,20260128,2026-01-28 07:30:00,2026-01-28 07:15:00,7,FRA-AMS,A18,ON_TIME,99,0,ON_TIME,True,False,False
232,UA05230252,8,5,12,20260523,2026-05-23 23:20:00,2026-05-24 01:18:00,23,FRA-VIE,Z15,DELAYED,102,118,61-120,False,True,False
233,EK01040253,4,5,9,20260104,2026-01-04 15:10:00,2026-01-04 16:08:00,15,FRA-MAD,Z15,DELAYED,179,58,31-60,False,True,False
234,BA04080254,2,5,7,20260408,2026-04-08 10:40:00,2026-04-08 11:20:00,10,FRA-JFK,A12,DELAYED,129,40,31-60,False,True,False
235,BA03120255,2,5,9,20260312,2026-03-12 18:50:00,2026-03-12 19:20:00,18,FRA-MAD,Z15,DELAYED,308,30,16-30,False,True,False
236,AF01280256,1,5,12,20260128,2026-01-28 09:50:00,,9,FRA-VIE,C07,CANCELLED,19,0,CANCELLED,False,False,True
237,EK03270257,4,5,12,20260327,2026-03-27 19:25:00,2026-03-27 19:14:00,19,FRA-VIE,A18,ON_TIME,215,0,ON_TIME,True,False,False
238,UA03160258,8,5,1,20260316,2026-03-16 21:25:00,2026-03-16 22:32:00,21,FRA-AMS,C07,DELAYED,198,67,61-120,False,True,False
239,EK05250259,4,5,10,20260525,2026-05-25 12:25:00,2026-05-25 15:14:00,12,FRA-MUC,B03,DELAYED,291,169,120+,False,True,False
240,IB06270260,5,5,3,20260627,2026-06-27 08:10:00,2026-06-27 09:01:00,8,FRA-CDG,B03,DELAYED,210,51,31-60,False,True,False
241,KL02090261,6,5,7,20260209,2026-02-09 19:10:00,2026-02-09 19:51:00,19,FRA-JFK,C07,DELAYED,314,41,31-60,False,True,False
242,LH06290262,7,5,1,20260629,2026-06-29 23:25:00,2026-06-29 23:37:00,23,FRA-AMS,B16,ON_TIME,182,12,ON_TIME,True,False,False
243,BA06060263,2,5,7,20260606,2026-06-06 07:25:00,2026-06-06 07:28:00,7,FRA-JFK,A12,ON_TIME,275,3,ON_TIME,True,False,False
244,LH03080264,7,5,10,20260308,2026-03-08 13:20:00,2026-03-08 13:12:00,13,FRA-MUC,D04,ON_TIME,168,0,ON_TIME,True,False,False
245,EK04290265,4,5,9,20260429,2026-04-29 21:40:00,2026-04-29 22:05:00,21,FRA-MAD,A12,DELAYED,98,25,16-30,False,True,False
246,BA03210266,2,5,1,20260321,2026-03-21 16:15:00,2026-03-21 16:31:00,16,FRA-AMS,D04,DELAYED,233,16,16-30,False,True,False
247,DE06280267,3,5,12,20260628,2026-06-28 20:00:00,2026-06-28 22:18:00,20,FRA-VIE,A18,DELAYED,110,138,120+,False,True,False
248,AF02140268,1,5,13,20260214,2026-02-14 22:40:00,2026-02-14 23:04:00,22,FRA-ZRH,B03,DELAYED,291,24,16-30,False,True,False
249,UA02170269,8,5,7,20260217,2026-02-17 11:10:00,2026-02-17 11:20:00,11,FRA-JFK,C07,ON_TIME,274,10,ON_TIME,True,False,False
250,LH02240270,7,5,4,20260224,2026-02-24 11:50:00,2026-02-24 11:35:00,11,FRA-DXB,Z15,ON_TIME,87,0,ON_TIME,True,False,False
251,DE02170271,3,5,13,20260217,2026-02-17 17:00:00,2026-02-17 17:41:00,17,FRA-ZRH,Z15,DELAYED,215,41,31-60,False,True,False
252,UA04110272,8,5,11,20260411,2026-04-11 09:00:00,2026-04-11 09:37:00,9,FRA-PMI,B09,DELAYED,143,37,31-60,False,True,False
253,DE02040273,3,5,7,20260204,2026-02-04 15:35:00,2026-02-04 16:06:00,15,FRA-JFK,C07,DELAYED,253,31,31-60,False,True,False
254,BA04090274,2,5,11,20260409,2026-04-09 18:40:00,2026-04-09 19:10:00,18,FRA-PMI,E02,DELAYED,143,30,16-30,False,True,False
255,BA03150275,2,5,12,20260315,2026-03-15 09:40:00,2026-03-15 09:46:00,9,FRA-VIE,D04,ON_TIME,59,6,ON_TIME,True,False,False
256,BA04090276,2,5,8,20260409,2026-04-09 23:20:00,2026-04-09 23:36:00,23,FRA-LHR,C07,DELAYED,306,16,16-30,False,True,False
257,IB02120277,5,5,12,20260212,2026-02-12 08:25:00,,8,FRA-VIE,B09,CANCELLED,17,0,CANCELLED,False,False,True
258,BA05250278,2,5,12,20260525,2026-05-25 21:20:00,2026-05-25 21:14:00,21,FRA-VIE,E02,ON_TIME,192,0,ON_TIME,True,False,False
259,EK01110279,4,5,13,20260111,2026-01-11 20:20:00,2026-01-11 20:05:00,20,FRA-ZRH,B09,ON_TIME,181,0,ON_TIME,True,False,False
260,LH03090280,7,5,12,20260309,2026-03-09 16:35:00,2026-03-09 17:07:00,16,FRA-VIE,B03,DELAYED,176,32,31-60,False,True,False
261,EK06060281,4,5,4,20260606,2026-06-06 18:40:00,2026-06-06 19:04:00,18,FRA-DXB,E02,DELAYED,234,24,16-30,False,True,False
262,KL05180282,6,5,11,20260518,2026-05-18 11:00:00,2026-05-18 10:45:00,11,FRA-PMI,E02,ON_TIME,191,0,ON_TIME,True,False,False
263,DE04160283,3,5,6,20260416,2026-04-16 06:50:00,2026-04-16 07:38:00,6,FRA-HAM,B03,DELAYED,219,48,31-60,False,True,False
264,UA02060284,8,5,12,20260206,2026-02-06 14:10:00,2026-02-06 17:24:00,14,FRA-VIE,C07,DELAYED,102,194,120+,False,True,False
265,DE04120286,3,5,13,20260412,2026-04-12 12:10:00,2026-04-12 12:25:00,12,FRA-ZRH,B09,ON_TIME,220,15,ON_TIME,True,False,False
266,EK05280287,4,5,13,20260528,2026-05-28 10:25:00,2026-05-28 10:51:00,10,FRA-ZRH,A12,DELAYED,78,26,16-30,False,True,False
267,IB02010288,5,5,2,20260201,2026-02-01 11:15:00,2026-02-01 11:00:00,11,FRA-BER,B03,ON_TIME,274,0,ON_TIME,True,False,False
268,BA03190289,2,5,7,20260319,2026-03-19 10:50:00,2026-03-19 10:58:00,10,FRA-JFK,A05,ON_TIME,139,8,ON_TIME,True,False,False
269,UA03200290,8,5,7,20260320,2026-03-20 13:10:00,2026-03-20 13:32:00,13,FRA-JFK,B03,DELAYED,55,22,16-30,False,True,False
270,IB02280292,5,5,10,20260228,2026-02-28 17:35:00,2026-02-28 17:51:00,17,FRA-MUC,B16,DELAYED,215,16,16-30,False,True,False
271,KL04080293,6,5,6,20260408,2026-04-08 09:40:00,2026-04-08 09:25:00,9,FRA-HAM,B03,ON_TIME,234,0,ON_TIME,True,False,False
272,BA06070294,2,5,9,20260607,2026-06-07 19:45:00,2026-06-07 19:46:00,19,FRA-MAD,Z15,ON_TIME,118,1,ON_TIME,True,False,False
273,UA04200295,8,5,1,20260420,2026-04-20 15:40:00,2026-04-20 15:43:00,15,FRA-AMS,A05,ON_TIME,200,3,ON_TIME,True,False,False
274,KL05130296,6,5,8,20260513,2026-05-13 21:45:00,2026-05-13 21:45:00,21,FRA-LHR,B03,ON_TIME,82,0,ON_TIME,True,False,False
275,IB01290297,5,5,9,20260129,2026-01-29 13:15:00,2026-01-29 15:45:00,13,FRA-MAD,A18,DELAYED,217,150,120+,False,True,False
276,UA04180298,8,5,11,20260418,2026-04-18 17:20:00,2026-04-18 17:56:00,17,FRA-PMI,A05,DELAYED,92,36,31-60,False,True,False
277,DE03090299,3,5,2,20260309,2026-03-09 11:30:00,2026-03-09 12:07:00,11,FRA-BER,C07,DELAYED,311,37,31-60,False,True,False
278,UA04130300,8,5,4,20260413,2026-04-13 08:20:00,2026-04-13 08:26:00,8,FRA-DXB,B09,ON_TIME,97,6,ON_TIME,True,False,False
279,DE02220301,3,5,13,20260222,2026-02-22 10:20:00,2026-02-22 10:05:00,10,FRA-ZRH,B09,ON_TIME,88,0,ON_TIME,True,False,False
280,LH06200303,7,5,3,20260620,2026-06-20 10:35:00,,10,FRA-CDG,E02,CANCELLED,11,0,CANCELLED,False,False,True
281,KL04060304,6,5,6,20260406,2026-04-06 09:50:00,2026-04-06 10:07:00,9,FRA-HAM,B16,DELAYED,70,17,16-30,False,True,False
282,UA05150305,8,5,3,20260515,2026-05-15 07:50:00,2026-05-15 07:55:00,7,FRA-CDG,A05,ON_TIME,239,5,ON_TIME,True,False,False
283,IB02120306,5,5,11,20260212,2026-02-12 16:40:00,2026-02-12 16:50:00,16,FRA-PMI,B03,ON_TIME,114,10,ON_TIME,True,False,False
284,LH01040307,7,5,2,20260104,2026-01-04 12:30:00,2026-01-04 12:34:00,12,FRA-BER,E02,ON_TIME,73,4,ON_TIME,True,False,False
285,UA03240308,8,5,8,20260324,2026-03-24 13:10:00,2026-03-24 13:33:00,13,FRA-LHR,Z15,DELAYED,94,23,16-30,False,True,False
286,EK05090309,4,5,10,20260509,2026-05-09 06:40:00,2026-05-09 06:47:00,6,FRA-MUC,B09,ON_TIME,293,7,ON_TIME,True,False,False
287,KL01230310,6,5,1,20260123,2026-01-23 23:15:00,,23,FRA-AMS,B09,CANCELLED,18,0,CANCELLED,False,False,True
288,AF03300312,1,5,13,20260330,2026-03-30 06:00:00,,6,FRA-ZRH,B09,CANCELLED,23,0,CANCELLED,False,False,True
289,AF04160314,1,5,13,20260416,2026-04-16 17:15:00,2026-04-16 17:59:00,17,FRA-ZRH,E02,DELAYED,103,44,31-60,False,True,False
290,BA04110315,2,5,7,20260411,2026-04-11 08:25:00,2026-04-11 08:10:00,8,FRA-JFK,B16,ON_TIME,188,0,ON_TIME,True,False,False
291,UA03250316,8,5,4,20260325,2026-03-25 16:15:00,2026-03-25 18:04:00,16,FRA-DXB,Z15,DELAYED,124,109,61-120,False,True,False
292,EK01240319,4,5,6,20260124,2026-01-24 13:00:00,2026-01-24 13:33:00,13,FRA-HAM,A05,DELAYED,144,33,31-60,False,True,False
293,UA05230320,8,5,12,20260523,2026-05-23 22:45:00,2026-05-23 23:05:00,22,FRA-VIE,A12,DELAYED,126,20,16-30,False,True,False
294,LH02260321,7,5,2,20260226,2026-02-26 09:45:00,2026-02-26 09:35:00,9,FRA-BER,A12,ON_TIME,187,0,ON_TIME,True,False,False
295,LH02200322,7,5,10,20260220,2026-02-20 19:40:00,2026-02-20 20:18:00,19,FRA-MUC,A12,DELAYED,224,38,31-60,False,True,False
296,LH01130323,7,5,12,20260113,2026-01-13 11:25:00,2026-01-13 11:35:00,11,FRA-VIE,A18,ON_TIME,273,10,ON_TIME,True,False,False
297,EK02170324,4,5,8,20260217,2026-02-17 13:50:00,2026-02-17 13:36:00,13,FRA-LHR,B09,ON_TIME,180,0,ON_TIME,True,False,False
298,IB05210325,5,5,9,20260521,2026-05-21 20:30:00,2026-05-21 20:25:00,20,FRA-MAD,B03,ON_TIME,324,0,ON_TIME,True,False,False
299,LH04020326,7,5,9,20260402,2026-04-02 21:20:00,2026-04-02 21:51:00,21,FRA-MAD,B16,DELAYED,312,31,31-60,False,True,False
300,UA02160327,8,5,3,20260216,2026-02-16 06:00:00,2026-02-16 06:57:00,6,FRA-CDG,E02,DELAYED,296,57,31-60,False,True,False
301,EK03010328,4,5,11,20260301,2026-03-01 10:35:00,2026-03-01 10:57:00,10,FRA-PMI,A05,DELAYED,328,22,16-30,False,True,False
302,AF04100329,1,5,11,20260410,2026-04-10 16:40:00,2026-04-10 16:25:00,16,FRA-PMI,B16,ON_TIME,69,0,ON_TIME,True,False,False
303,BA02180330,2,5,11,20260218,2026-02-18 21:20:00,2026-02-18 21:10:00,21,FRA-PMI,A05,ON_TIME,101,0,ON_TIME,True,False,False
304,AF02260331,1,5,11,20260226,2026-02-26 06:20:00,2026-02-26 06:18:00,6,FRA-PMI,A18,ON_TIME,229,0,ON_TIME,True,False,False
305,EK01060332,4,5,2,20260106,2026-01-06 10:25:00,2026-01-06 11:08:00,10,FRA-BER,E02,DELAYED,111,43,31-60,False,True,False
306,EK04060333,4,5,10,20260406,2026-04-06 18:25:00,2026-04-06 18:35:00,18,FRA-MUC,D04,ON_TIME,278,10,ON_TIME,True,False,False
307,KL02150335,6,5,6,20260215,2026-02-15 06:25:00,2026-02-15 09:43:00,6,FRA-HAM,Z15,DELAYED,217,198,120+,False,True,False
308,AF05250336,1,5,7,20260525,2026-05-25 09:15:00,2026-05-25 09:27:00,9,FRA-JFK,B16,ON_TIME,176,12,ON_TIME,True,False,False
309,EK06120337,4,5,6,20260612,2026-06-12 08:00:00,2026-06-12 09:29:00,8,FRA-HAM,A05,DELAYED,110,89,61-120,False,True,False
310,LH04230338,7,5,9,20260423,2026-04-23 18:40:00,2026-04-23 19:12:00,18,FRA-MAD,B16,DELAYED,248,32,31-60,False,True,False
311,UA05030339,8,5,10,20260503,2026-05-03 12:40:00,2026-05-03 14:14:00,12,FRA-MUC,A12,DELAYED,108,94,61-120,False,True,False
312,EK04070340,4,5,6,20260407,2026-04-07 10:35:00,2026-04-07 10:43:00,10,FRA-HAM,B16,ON_TIME,102,8,ON_TIME,True,False,False
313,IB01080341,5,5,4,20260108,2026-01-08 18:40:00,2026-01-08 18:47:00,18,FRA-DXB,C07,ON_TIME,152,7,ON_TIME,True,False,False
314,KL03140342,6,5,7,20260314,2026-03-14 14:45:00,2026-03-14 15:02:00,14,FRA-JFK,A18,DELAYED,306,17,16-30,False,True,False
315,LH01010343,7,5,1,20260101,2026-01-01 18:35:00,2026-01-01 18:32:00,18,FRA-AMS,B03,ON_TIME,68,0,ON_TIME,True,False,False
316,BA03160344,2,5,7,20260316,2026-03-16 08:15:00,2026-03-16 08:01:00,8,FRA-JFK,D04,ON_TIME,258,0,ON_TIME,True,False,False
317,IB03090345,5,5,7,20260309,2026-03-09 08:20:00,2026-03-09 08:18:00,8,FRA-JFK,B09,ON_TIME,77,0,ON_TIME,True,False,False
318,EK04160347,4,5,13,20260416,2026-04-16 13:20:00,2026-04-16 13:12:00,13,FRA-ZRH,Z15,ON_TIME,298,0,ON_TIME,True,False,False
319,BA04250349,2,5,10,20260425,2026-04-25 10:40:00,2026-04-25 10:58:00,10,FRA-MUC,B03,DELAYED,277,18,16-30,False,True,False
320,BA03080350,2,5,11,20260308,2026-03-08 15:35:00,2026-03-08 15:37:00,15,FRA-PMI,B09,ON_TIME,221,2,ON_TIME,True,False,False
321,IB06290351,5,5,2,20260629,2026-06-29 22:10:00,2026-06-29 22:42:00,22,FRA-BER,A12,DELAYED,106,32,31-60,False,True,False
322,DE05180352,3,5,3,20260518,2026-05-18 17:10:00,2026-05-18 17:49:00,17,FRA-CDG,A05,DELAYED,297,39,31-60,False,True,False
323,BA04140353,2,5,3,20260414,2026-04-14 10:25:00,2026-04-14 10:37:00,10,FRA-CDG,B03,ON_TIME,224,12,ON_TIME,True,False,False
324,LH05020354,7,5,4,20260502,2026-05-02 14:00:00,,14,FRA-DXB,B09,CANCELLED,9,0,CANCELLED,False,False,True
325,KL06280355,6,5,12,20260628,2026-06-28 08:45:00,2026-06-28 09:25:00,8,FRA-VIE,C07,DELAYED,192,40,31-60,False,True,False
326,DE04240356,3,5,8,20260424,2026-04-24 12:10:00,2026-04-24 12:20:00,12,FRA-LHR,A05,ON_TIME,246,10,ON_TIME,True,False,False
327,BA03210357,2,5,10,20260321,2026-03-21 22:10:00,2026-03-22 00:02:00,22,FRA-MUC,A05,DELAYED,157,112,61-120,False,True,False
328,UA02010359,8,5,7,20260201,2026-02-01 05:45:00,2026-02-01 05:47:00,5,FRA-JFK,B16,ON_TIME,234,2,ON_TIME,True,False,False
329,BA06260360,2,5,3,20260626,2026-06-26 07:50:00,,7,FRA-CDG,B03,CANCELLED,24,0,CANCELLED,False,False,True
330,AF02270361,1,5,7,20260227,2026-02-27 11:50:00,2026-02-27 11:35:00,11,FRA-JFK,D04,ON_TIME,59,0,ON_TIME,True,False,False
331,BA02140362,2,5,7,20260214,2026-02-14 05:45:00,2026-02-14 05:55:00,5,FRA-JFK,B09,ON_TIME,211,10,ON_TIME,True,False,False
332,UA03310363,8,5,9,20260331,2026-03-31 19:50:00,2026-03-31 19:55:00,19,FRA-MAD,A05,ON_TIME,107,5,ON_TIME,True,False,False
333,EK06150364,4,5,13,20260615,2026-06-15 14:50:00,2026-06-15 15:32:00,14,FRA-ZRH,B09,DELAYED,227,42,31-60,False,True,False
334,EK03080365,4,5,3,20260308,2026-03-08 14:45:00,2026-03-08 15:04:00,14,FRA-CDG,B16,DELAYED,261,19,16-30,False,True,False
335,BA01070366,2,5,4,20260107,2026-01-07 20:50:00,2026-01-07 20:35:00,20,FRA-DXB,A05,ON_TIME,253,0,ON_TIME,True,False,False
336,AF02260367,1,5,1,20260226,2026-02-26 23:15:00,2026-02-26 23:16:00,23,FRA-AMS,B09,ON_TIME,147,1,ON_TIME,True,False,False
337,DE02020368,3,5,12,20260202,2026-02-02 14:20:00,2026-02-02 14:09:00,14,FRA-VIE,A12,ON_TIME,226,0,ON_TIME,True,False,False
338,AF02270369,1,5,1,20260227,2026-02-27 15:10:00,2026-02-27 15:15:00,15,FRA-AMS,D04,ON_TIME,115,5,ON_TIME,True,False,False
339,LH05300370,7,5,7,20260530,2026-05-30 08:15:00,2026-05-30 08:45:00,8,FRA-JFK,E02,DELAYED,250,30,16-30,False,True,False
340,KL01140371,6,5,9,20260114,2026-01-14 09:40:00,2026-01-14 09:25:00,9,FRA-MAD,A18,ON_TIME,289,0,ON_TIME,True,False,False
341,EK02160372,4,5,4,20260216,2026-02-16 08:15:00,2026-02-16 09:28:00,8,FRA-DXB,A05,DELAYED,215,73,61-120,False,True,False
342,LH03120373,7,5,12,20260312,2026-03-12 11:40:00,2026-03-12 12:17:00,11,FRA-VIE,Z15,DELAYED,121,37,31-60,False,True,False
343,UA04200374,8,5,7,20260420,2026-04-20 18:10:00,2026-04-20 18:59:00,18,FRA-JFK,E02,DELAYED,74,49,31-60,False,True,False
344,AF04060375,1,5,4,20260406,2026-04-06 06:00:00,2026-04-06 08:28:00,6,FRA-DXB,B03,DELAYED,182,148,120+,False,True,False
345,EK02030376,4,5,3,20260203,2026-02-03 09:10:00,2026-02-03 09:23:00,9,FRA-CDG,A05,ON_TIME,88,13,ON_TIME,True,False,False
346,KL04270377,6,5,3,20260427,2026-04-27 22:25:00,2026-04-27 22:10:00,22,FRA-CDG,B16,ON_TIME,305,0,ON_TIME,True,False,False
347,AF04140378,1,5,6,20260414,2026-04-14 05:45:00,2026-04-14 06:14:00,5,FRA-HAM,A05,DELAYED,163,29,16-30,False,True,False
348,BA04040379,2,5,10,20260404,2026-04-04 07:10:00,2026-04-04 08:14:00,7,FRA-MUC,A05,DELAYED,110,64,61-120,False,True,False
349,LH01300380,7,5,4,20260130,2026-01-30 19:15:00,2026-01-30 19:59:00,19,FRA-DXB,A18,DELAYED,297,44,31-60,False,True,False
350,AF06250381,1,5,4,20260625,2026-06-25 05:50:00,2026-06-25 06:27:00,5,FRA-DXB,C07,DELAYED,125,37,31-60,False,True,False
351,DE06080382,3,5,13,20260608,2026-06-08 08:50:00,2026-06-08 09:21:00,8,FRA-ZRH,Z15,DELAYED,156,31,31-60,False,True,False
