flight_id,airline,origin,destination,scheduled_time,actual_time,passengers,status,gate
AF02140268,Air France,FRA,ZRH,2026-02-14 22:40,2026-02-14 23:04,291,DELAYED,B03
UA02170269,United Airlines,FRA,JFK,2026-02-17 11:10,2026-02-17 11:20,274,ON_TIME,C07
LH02240270,Lufthansa,FRA,DXB,2026-02-24 11:50,2026-02-24 11:35,87,ON_TIME,Z15
DE02170271,Condor,FRA,ZRH,2026-02-17 17:00,2026-02-17 17:41,215,DELAYED,Z15
UA04110272,United Airlines,FRA,PMI,2026-04-11 09:00,2026-04-11 09:37,143,DELAYED,B09
DE02040273,Condor,FRA,JFK,2026-02-04 15:35,2026-02-04 16:06,253,DELAYED,C07
BA04090274,British Airways,FRA,PMI,2026-04-09 18:40,2026-04-09 19:10,143,DELAYED,E02
BA03150275,British Airways,FRA,VIE,2026-03-15 09:40,2026-03-15 09:46,59,ON_TIME,D04
BA04090276,British Airways,FRA,LHR,2026-04-09 23:20,2026-04-09 23:36,306,DELAYED,C07
IB02120277,Iberia,FRA,VIE,2026-02-12 08:25,,17,CANCELLED,B09
BA05250278,British Airways,FRA,VIE,2026-05-25 21:20,2026-05-25 21:14,192,ON_TIME,E02
EK01110279,Emirates,FRA,ZRH,2026-01-11 20:20,2026-01-11 20:05,181,ON_TIME,B09
LH03090280,Lufthansa,FRA,VIE,2026-03-09 16:35,2026-03-09 17:07,176,DELAYED,B03
EK06060281,Emirates,FRA,DXB,2026-06-06 18:40,2026-06-06 19:04,234,DELAYED,E02
KL05180282,KLM,FRA,PMI,2026-05-18 11:00,2026-05-18 10:45,191,ON_TIME,E02
DE04160283,Condor,FRA,HAM,2026-04-16 06:50,2026-04-16 07:38,219,DELAYED,B03
UA02060284,United Airlines,FRA,VIE,2026-02-06 14:10,2026-02-06 17:24,102,DELAYED,C07
KL04050285,KLM,FRA,DXB,2026-04-05 20:15,,289,DELAYED,B16
DE04120286,Condor,FRA,ZRH,2026-04-12 12:10,2026-04-12 12:25,220,ON_TIME,B09
EK05280287,Emirates,FRA,ZRH,2026-05-28 10:25,2026-05-28 10:51,78,DELAYED,A12
IB02010288,Iberia,FRA,BER,2026-02-01 11:15,2026-02-01 11:00,274,ON_TIME,B03
BA03190289,British Airways,FRA,JFK,2026-03-19 10:50,2026-03-19 10:58,139,ON_TIME,A05
UA03200290,United Airlines,FRA,JFK,2026-03-20 13:10,2026-03-20 13:32,55,DELAYED,B03
UA03200290,Iberia,FRA,MUC,2026-02-03 13:20,2026-02-03 14:11,271,DELAYED,A18
IB02280292,Iberia,FRA,MUC,2026-02-28 17:35,2026-02-28 17:51,215,DELAYED,B16
KL04080293,KLM,FRA,HAM,2026-04-08 09:40,2026-04-08 09:25,234,ON_TIME,B03
BA06070294,British Airways,FRA,MAD,2026-06-07 19:45,2026-06-07 19:46,118,ON_TIME,Z15
UA04200295,United Airlines,FRA,AMS,2026-04-20 15:40,2026-04-20 15:43,200,ON_TIME,A05
KL05130296,KLM,FRA,LHR,2026-05-13 21:45,2026-05-13 21:45,82,ON_TIME,B03
IB01290297,Iberia,FRA,MAD,2026-01-29 13:15,2026-01-29 15:45,217,DELAYED,A18
UA04180298,United Airlines,FRA,PMI,2026-04-18 17:20,2026-04-18 17:56,92,DELAYED,A05
DE03090299,Condor,FRA,BER,2026-03-09 11:30,2026-03-09 12:07,311,DELAYED,C07
UA04130300,United Airlines,FRA,DXB,2026-04-13 08:20,2026-04-13 08:26,97,ON_TIME,B09
DE02220301,Condor,FRA,ZRH,2026-02-22 10:20,2026-02-22 10:05,88,ON_TIME,B09
DE02220301,United Airlines,FRA,DXB,2026-03-03 06:45,2026-03-03 06:38,287,ON_TIME,Z15
LH06200303,Lufthansa,FRA,CDG,2026-06-20 10:35,,11,CANCELLED,E02
KL04060304,KLM,FRA,HAM,2026-04-06 09:50,2026-04-06 10:07,70,DELAYED,B16
UA05150305,United Airlines,FRA,CDG,2026-05-15 07:50,2026-05-15 07:55,239,ON_TIME,A05
IB02120306,Iberia,FRA,PMI,2026-02-12 16:40,2026-02-12 16:50,114,ON_TIME,B03
LH01040307,Lufthansa,FRA,BER,2026-01-04 12:30,2026-01-04 12:34,73,ON_TIME,E02
UA03240308,United Airlines,FRA,LHR,2026-03-24 13:10,2026-03-24 13:33,94,DELAYED,Z15
EK05090309,Emirates,FRA,MUC,2026-05-09 06:40,2026-05-09 06:47,293,ON_TIME,B09
KL01230310,KLM,FRA,AMS,2026-01-23 23:15,,18,CANCELLED,B09
,Air France,FRA,VIE,2026-04-05 20:45,2026-04-05 20:30,264,ON_TIME,A05
AF03300312,Air France,FRA,ZRH,2026-03-30 06:00,,23,CANCELLED,B09
,Condor,FRA,LHR,2026-05-16 13:10,2026-05-16 14:40,102,DELAYED,A05
AF04160314,Air France,FRA,ZRH,2026-04-16 17:15,2026-04-16 17:59,103,DELAYED,E02
BA04110315,British Airways,FRA,JFK,2026-04-11 08:25,2026-04-11 08:10,188,ON_TIME,B16
UA03250316,United Airlines,FRA,DXB,2026-03-25 16:15,2026-03-25 18:04,124,DELAYED,Z15
DE01280317,Condor,FRA,HAM,2026-01-28 11:15,,161,DELAYED,D04
KL03090318,KLM,FRA,VIE,2026-03-09 08:35,2026-03-09 09:05,-7,DELAYED,B03
EK01240319,Emirates,FRA,HAM,2026-01-24 13:00,2026-01-24 13:33,144,DELAYED,A05
UA05230320,United Airlines,FRA,VIE,2026-05-23 22:45,2026-05-23 23:05,126,DELAYED,A12
LH02260321,Lufthansa,FRA,BER,2026-02-26 09:45,2026-02-26 09:35,187,ON_TIME,A12
LH02200322,Lufthansa,FRA,MUC,2026-02-20 19:40,2026-02-20 20:18,224,DELAYED,A12
LH01130323,Lufthansa,FRA,VIE,2026-01-13 11:25,2026-01-13 11:35,273,ON_TIME,A18
EK02170324,Emirates,FRA,LHR,2026-02-17 13:50,2026-02-17 13:36,180,ON_TIME,B09
IB05210325,Iberia,FRA,MAD,2026-05-21 20:30,2026-05-21 20:25,324,ON_TIME,B03
LH04020326,Lufthansa,FRA,MAD,2026-04-02 21:20,2026-04-02 21:51,312,DELAYED,B16
UA02160327,United Airlines,FRA,CDG,2026-02-16 06:00,2026-02-16 06:57,296,DELAYED,E02
EK03010328,Emirates,FRA,PMI,2026-03-01 10:35,2026-03-01 10:57,328,DELAYED,A05
AF04100329,Air France,FRA,PMI,2026-04-10 16:40,2026-04-10 16:25,69,ON_TIME,B16
BA02180330,British Airways,FRA,PMI,2026-02-18 21:20,2026-02-18 21:10,101,ON_TIME,A05
AF02260331,Air France,FRA,PMI,2026-02-26 06:20,2026-02-26 06:18,229,ON_TIME,A18
EK01060332,Emirates,FRA,BER,2026-01-06 10:25,2026-01-06 11:08,111,DELAYED,E02
EK04060333,Emirates,FRA,MUC,2026-04-06 18:25,2026-04-06 18:35,278,ON_TIME,D04
EK05240334,,FRA,HAM,2026-05-24 16:45,2026-05-24 17:11,248,DELAYED,B09
KL02150335,KLM,FRA,HAM,2026-02-15 06:25,2026-02-15 09:43,217,DELAYED,Z15
AF05250336,Air France,FRA,JFK,2026-05-25 09:15,2026-05-25 09:27,176,ON_TIME,B16
EK06120337,Emirates,FRA,HAM,2026-06-12 08:00,2026-06-12 09:29,110,DELAYED,A05
LH04230338,Lufthansa,FRA,MAD,2026-04-23 18:40,2026-04-23 19:12,248,DELAYED,B16
UA05030339,United Airlines,FRA,MUC,2026-05-03 12:40,2026-05-03 14:14,108,DELAYED,A12
EK04070340,Emirates,FRA,HAM,2026-04-07 10:35,2026-04-07 10:43,102,ON_TIME,B16
IB01080341,Iberia,FRA,DXB,2026-01-08 18:40,2026-01-08 18:47,152,ON_TIME,C07
KL03140342,KLM,FRA,JFK,2026-03-14 14:45,2026-03-14 15:02,306,DELAYED,A18
LH01010343,Lufthansa,FRA,AMS,2026-01-01 18:35,2026-01-01 18:32,68,ON_TIME,B03
BA03160344,British Airways,FRA,JFK,2026-03-16 08:15,2026-03-16 08:01,258,ON_TIME,D04
IB03090345,Iberia,FRA,JFK,2026-03-09 08:20,2026-03-09 08:18,77,ON_TIME,B09
,Iberia,FRA,VIE,2026-03-09 12:50,2026-03-09 13:21,104,DELAYED,A12
EK04160347,Emirates,FRA,ZRH,2026-04-16 13:20,2026-04-16 13:12,298,ON_TIME,Z15
AF03180348,,FRA,VIE,2026-03-18 08:10,2026-03-18 08:43,312,DELAYED,Z15
BA04250349,British Airways,FRA,MUC,2026-04-25 10:40,2026-04-25 10:58,277,DELAYED,B03
BA03080350,British Airways,FRA,PMI,2026-03-08 15:35,2026-03-08 15:37,221,ON_TIME,B09
IB06290351,Iberia,FRA,BER,2026-06-29 22:10,2026-06-29 22:42,106,DELAYED,A12
DE05180352,Condor,FRA,CDG,2026-05-18 17:10,2026-05-18 17:49,297,DELAYED,A05
BA04140353,British Airways,FRA,CDG,2026-04-14 10:25,2026-04-14 10:37,224,ON_TIME,B03
LH05020354,Lufthansa,FRA,DXB,2026-05-02 14:00,,9,CANCELLED,B09
KL06280355,KLM,FRA,VIE,2026-06-28 08:45,2026-06-28 09:25,192,DELAYED,C07
DE04240356,Condor,FRA,LHR,2026-04-24 12:10,2026-04-24 12:20,246,ON_TIME,A05
BA03210357,British Airways,FRA,MUC,2026-03-21 22:10,2026-03-22 00:02,157,DELAYED,A05
,Air France,FRA,BER,2026-04-27 07:00,2026-04-27 06:45,292,ON_TIME,E02
UA02010359,United Airlines,FRA,JFK,2026-02-01 05:45,2026-02-01 05:47,234,ON_TIME,B16
BA06260360,British Airways,FRA,CDG,2026-06-26 07:50,,24,CANCELLED,B03
AF02270361,Air France,FRA,JFK,2026-02-27 11:50,2026-02-27 11:35,59,ON_TIME,D04
BA02140362,British Airways,FRA,JFK,2026-02-14 05:45,2026-02-14 05:55,211,ON_TIME,B09
UA03310363,United Airlines,FRA,MAD,2026-03-31 19:50,2026-03-31 19:55,107,ON_TIME,A05
EK06150364,Emirates,FRA,ZRH,2026-06-15 14:50,2026-06-15 15:32,227,DELAYED,B09
EK03080365,Emirates,FRA,CDG,2026-03-08 14:45,2026-03-08 15:04,261,DELAYED,B16
BA01070366,British Airways,FRA,DXB,2026-01-07 20:50,2026-01-07 20:35,253,ON_TIME,A05
AF02260367,Air France,FRA,AMS,2026-02-26 23:15,2026-02-26 23:16,147,ON_TIME,B09
DE02020368,Condor,FRA,VIE,2026-02-02 14:20,2026-02-02 14:09,226,ON_TIME,A12
AF02270369,Air France,FRA,AMS,2026-02-27 15:10,2026-02-27 15:15,115,ON_TIME,D04
LH05300370,Lufthansa,FRA,JFK,2026-05-30 08:15,2026-05-30 08:45,250,DELAYED,E02
KL01140371,KLM,FRA,MAD,2026-01-14 09:40,2026-01-14 09:25,289,ON_TIME,A18
EK02160372,Emirates,FRA,DXB,2026-02-16 08:15,2026-02-16 09:28,215,DELAYED,A05
LH03120373,Lufthansa,FRA,VIE,2026-03-12 11:40,2026-03-12 12:17,121,DELAYED,Z15
UA04200374,United Airlines,FRA,JFK,2026-04-20 18:10,2026-04-20 18:59,74,DELAYED,E02
AF04060375,Air France,FRA,DXB,2026-04-06 06:00,2026-04-06 08:28,182,DELAYED,B03
EK02030376,Emirates,FRA,CDG,2026-02-03 09:10,2026-02-03 09:23,88,ON_TIME,A05
KL04270377,KLM,FRA,CDG,2026-04-27 22:25,2026-04-27 22:10,305,ON_TIME,B16
AF04140378,Air France,FRA,HAM,2026-04-14 05:45,2026-04-14 06:14,163,DELAYED,A05
BA04040379,British Airways,FRA,MUC,2026-04-04 07:10,2026-04-04 08:14,110,DELAYED,A05
LH01300380,Lufthansa,FRA,DXB,2026-01-30 19:15,2026-01-30 19:59,297,DELAYED,A18
AF06250381,Air France,FRA,DXB,2026-06-25 05:50,2026-06-25 06:27,125,DELAYED,C07
DE06080382,Condor,FRA,ZRH,2026-06-08 08:50,2026-06-08 09:21,156,DELAYED,Z15
AF05140383,Air France,FRA,CDG,2026-05-14 12:00,2026-05-14 12:12,161,ON_TIME,D04
EK01010384,Emirates,FRA,LHR,2026-01-01 05:35,2026-01-01 05:56,307,DELAYED,A18
DE01200385,Condor,FRA,ZRH,2026-01-20 08:50,2026-01-20 08:35,80,ON_TIME,A12
BA03160386,British Airways,FRA,BER,2026-03-16 17:00,2026-03-16 17:32,78,DELAYED,A05
BA03160386,British Airways,FRA,JFK,2026-06-15 11:00,2026-06-15 10:45,102,ON_TIME,B16
EK01300388,Emirates,FRA,HAM,2026-01-30 18:10,2026-01-30 18:37,252,DELAYED,D04
UA02120389,United Airlines,FRA,JFK,2026-02-12 08:40,2026-02-12 09:48,268,DELAYED,Z15
IB06230390,Iberia,FRA,PMI,2026-06-23 19:40,2026-06-23 20:15,69,DELAYED,A18
IB01290391,Iberia,FRA,VIE,2026-01-29 19:15,2026-01-29 19:27,323,ON_TIME,Z15
AF03280392,Air France,FRA,JFK,2026-03-28 22:20,2026-03-28 22:55,276,DELAYED,B03
IB06190393,Iberia,FRA,AMS,2026-06-19 17:40,2026-06-19 19:32,135,DELAYED,E02
IB02120394,Iberia,FRA,VIE,2026-02-12 08:15,2026-02-12 08:03,197,ON_TIME,A05
AF06140395,Air France,FRA,ZRH,2026-06-14 18:10,2026-06-14 18:47,100,DELAYED,D04
IB01310396,Iberia,FRA,AMS,2026-01-31 20:30,2026-01-31 20:56,55,DELAYED,A12
KL05240397,KLM,FRA,ZRH,2026-05-24 12:15,,287,DELAYED,B16
IB06180398,Iberia,FRA,DXB,2026-06-18 17:15,2026-06-18 17:35,168,DELAYED,A05
EK06120399,Emirates,FRA,AMS,2026-06-12 15:20,2026-06-12 15:32,126,ON_TIME,C07
DE06060400,Condor,FRA,CDG,2026-06-06 11:45,2026-06-06 11:52,165,ON_TIME,D04
AF03280401,Air France,FRA,DXB,2026-03-28 09:10,2026-03-28 09:00,285,ON_TIME,D04
BA01020402,British Airways,FRA,VIE,2026-01-02 21:30,2026-01-02 21:17,302,ON_TIME,E02
BA05290403,British Airways,FRA,DXB,2026-05-29 10:40,2026-05-29 10:36,251,ON_TIME,C07
AF04120404,Air France,FRA,CDG,2026-04-12 15:50,2026-04-12 15:37,266,ON_TIME,Z15
KL05210405,KLM,FRA,DXB,2026-05-21 16:20,2026-05-21 16:44,231,BOARDING,A18
BA05190406,British Airways,FRA,ZRH,2026-05-19 15:35,2026-05-19 16:21,268,DELAYED,E02
KL01040407,KLM,FRA,MAD,2026-01-04 21:35,,24,CANCELLED,A18
KL03060408,KLM,FRA,JFK,2026-03-06 09:30,2026-03-06 10:12,71,DELAYED,B16
IB06070409,Iberia,FRA,MUC,2026-06-07 22:45,2026-06-07 22:43,202,ON_TIME,A05
UA04170410,United Airlines,FRA,MAD,2026-04-17 16:20,2026-04-17 16:27,158,ON_TIME,Z15
IB06120411,Iberia,FRA,LHR,2026-06-12 17:25,2026-06-12 17:10,205,ON_TIME,D04
BA01200412,British Airways,FRA,JFK,2026-01-20 10:40,2026-01-20 10:29,75,ON_TIME,C07
KL03090413,KLM,FRA,ZRH,2026-03-09 09:40,2026-03-09 09:53,134,ON_TIME,A05
BA06020414,British Airways,FRA,AMS,2026-06-02 07:25,2026-06-02 08:00,238,DELAYED,A12
EK02260415,Emirates,FRA,ZRH,2026-02-26 11:20,2026-02-26 11:09,102,ON_TIME,B16
AF06190416,Air France,FRA,LHR,2026-06-19 16:00,2026-06-19 16:13,326,ON_TIME,D04
LH06210417,Lufthansa,FRA,MUC,2026-06-21 17:15,2026-06-21 17:00,75,ON_TIME,B16
UA04090418,United Airlines,FRA,MUC,2026-04-09 14:20,2026-04-09 15:56,246,DELAYED,E02
IB01120419,Iberia,FRA,VIE,2026-01-12 14:45,2026-01-12 15:08,330,DELAYED,E02
LH01170420,Lufthansa,FRA,JFK,not-a-date,2026-01-17 12:04,108,DELAYED,B03
UA01190421,United Airlines,FRA,JFK,2026-01-19 09:30,2026-01-19 12:05,183,DELAYED,E02
DE02280422,Condor,FRA,PMI,2026-02-28 14:10,2026-02-28 14:33,276,DELAYED,B16
LH06220423,Lufthansa,FRA,MAD,2026-06-22 09:20,,1,CANCELLED,A12
EK01280424,Emirates,FRA,ZRH,2026-01-28 14:50,2026-01-28 14:55,279,ON_TIME,C07
UA01080425,United Airlines,FRA,JFK,2026-01-08 20:40,2026-01-08 21:10,206,DELAYED,A18
KL06150426,KLM,FRA,JFK,2026-06-15 16:30,2026-06-15 17:02,118,DELAYED,A05
LH06020427,Lufthansa,FRA,PMI,2026-06-02 18:20,2026-06-02 18:48,231,DELAYED,B03
UA05120428,United Airlines,FRA,FRA,2026-05-12 09:40,2026-05-12 10:02,184,DELAYED,B03
DE06210429,Condor,FRA,HAM,2026-06-21 07:20,2026-06-21 08:12,156,DELAYED,Z15
IB04020430,Iberia,FRA,AMS,2026-04-02 09:45,2026-04-02 09:53,154,ON_TIME,B16
IB03260431,Iberia,FRA,VIE,2026-03-26 15:25,2026-03-26 15:10,141,ON_TIME,A05
EK02260432,Emirates,FRA,LHR,2026-02-26 18:50,2026-02-26 18:46,224,BOARDING,D04
IB04020433,Iberia,FRA,VIE,2026-04-02 15:15,2026-04-02 15:44,126,DELAYED,E02
AF06100434,Air France,FRA,CDG,2026-06-10 07:35,2026-06-10 08:18,70,DELAYED,Z15
UA02240435,United Airlines,FRA,PMI,2026-02-24 07:20,2026-02-24 07:58,131,DELAYED,B16
UA05310436,United Airlines,FRA,LHR,2026-05-31 14:40,2026-05-31 14:36,258,ON_TIME,B16
LH03030437,Lufthansa,FRA,JFK,2026-03-03 11:20,2026-03-03 11:51,129,DELAYED,D04
EK02260438,Emirates,FRA,BER,2026-02-26 20:45,2026-02-26 21:25,76,DELAYED,B03
EK05010439,Emirates,FRA,MAD,2026-05-01 19:30,,20,CANCELLED,B09
KL05200440,KLM,FRA,PMI,2026-05-20 11:10,2026-05-20 11:15,94,ON_TIME,E02
KL02270441,KLM,FRA,MAD,2026-02-27 22:10,2026-02-27 22:43,58,DELAYED,E02
BA02120442,British Airways,FRA,VIE,2026-02-12 12:35,2026-02-12 12:29,131,ON_TIME,A18
BA06040443,British Airways,FRA,AMS,2026-06-04 08:45,2026-06-04 08:53,300,ON_TIME,B03
BA04160444,British Airways,FRA,JFK,2026-04-16 05:45,,5,CANCELLED,A18
LH02070445,Lufthansa,FRA,PMI,2026-02-07 06:40,2026-02-07 07:20,64,DELAYED,B09
DE04250446,Condor,FRA,LHR,2026-04-25 21:15,2026-04-25 22:24,128,DELAYED,Z15
BA06180447,British Airways,FRA,PMI,2026-06-18 21:50,2026-06-18 21:43,90,ON_TIME,B03
UA02030448,United Airlines,FRA,MAD,2026-02-03 08:30,2026-02-03 08:15,313,ON_TIME,C07
BA01250449,British Airways,FRA,PMI,2026-01-25 11:15,2026-01-25 11:00,115,ON_TIME,A12
IB02030450,Iberia,FRA,JFK,2026-02-03 22:30,2026-02-03 22:15,275,ON_TIME,E02
UA01120451,United Airlines,FRA,AMS,2026-01-12 22:10,2026-01-12 22:38,105,DELAYED,C07
BA05030452,British Airways,FRA,CDG,2026-05-03 12:35,2026-05-03 12:20,264,ON_TIME,B09
AF01020453,Air France,FRA,BER,2026-01-02 21:35,2026-01-02 21:37,264,ON_TIME,B16
DE04200454,Condor,FRA,FRA,2026-04-20 13:50,2026-04-20 14:16,242,DELAYED,Z15
KL04120455,KLM,FRA,JFK,2026-04-12 12:10,2026-04-12 12:10,302,ON_TIME,B09
KL03300456,KLM,FRA,PMI,2026-03-30 17:40,2026-03-30 17:49,172,ON_TIME,D04
BA02240457,British Airways,FRA,MUC,2026-02-24 22:10,2026-02-24 22:34,81,DELAYED,A18
UA01020458,United Airlines,FRA,JFK,2026-01-02 07:40,2026-01-02 07:25,100,ON_TIME,A12
KL04050459,KLM,FRA,LHR,2026-04-05 08:25,,16,CANCELLED,B09
LH06130460,Lufthansa,FRA,HAM,2026-06-13 21:15,,25,DELAYED,E02
KL01090461,KLM,FRA,FRA,2026-01-09 22:20,2026-01-09 22:07,55,ON_TIME,A18
DE04130462,Condor,FRA,CDG,2026-04-13 17:10,2026-04-13 17:00,62,ON_TIME,A12
DE03140463,Condor,FRA,ZRH,2026-03-14 23:25,2026-03-14 23:58,154,DELAYED,D04
UA01020464,,FRA,PMI,2026-01-02 13:40,2026-01-02 13:50,92,ON_TIME,E02
KL01300465,KLM,FRA,AMS,2026-01-30 21:50,2026-01-30 22:16,248,DELAYED,Z15
IB03280466,Iberia,FRA,LHR,2026-03-28 20:15,2026-03-28 20:00,301,ON_TIME,A12
KL04080467,KLM,FRA,MUC,2026-04-08 12:45,2026-04-08 12:40,189,ON_TIME,B03
KL04130468,KLM,FRA,MUC,2026-04-13 15:35,2026-04-13 16:01,215,DELAYED,B16
AF03100469,Air France,FRA,PMI,2026-03-10 10:45,2026-03-10 11:11,160,DELAYED,B03
AF06080470,Air France,FRA,LHR,2026-06-08 16:40,2026-06-08 17:31,95,DELAYED,D04
LH01110471,Lufthansa,FRA,ZRH,2026-01-11 21:00,2026-01-11 20:45,195,ON_TIME,D04
LH01110471,British Airways,FRA,ZRH,2026-03-13 17:45,2026-03-13 18:02,324,DELAYED,C07
IB01090473,Iberia,FRA,ZRH,2026-01-09 22:00,2026-01-09 22:08,320,ON_TIME,D04
EK01030474,Emirates,FRA,DXB,2026-01-03 05:45,2026-01-03 05:45,240,ON_TIME,Z15
KL05210475,KLM,FRA,HAM,2026-05-21 13:45,2026-05-21 14:20,272,DELAYED,B03
UA04060476,United Airlines,FRA,DXB,2026-04-06 17:10,2026-04-06 17:18,122,ON_TIME,Z15
AF03110477,Air France,FRA,MUC,2026-03-11 13:20,2026-03-11 13:24,131,ON_TIME,D04
LH04180478,Lufthansa,FRA,HAM,2026-04-18 20:40,2026-04-18 21:03,319,DELAYED,E02
EK03180479,Emirates,FRA,VIE,2026-03-18 14:20,2026-03-18 14:44,165,DELAYED,B09
IB01250480,Iberia,FRA,JFK,2026-01-25 20:00,2026-01-25 20:17,186,DELAYED,B16
LH02010481,Lufthansa,FRA,MAD,2026-02-01 17:25,2026-02-01 17:10,200,ON_TIME,B16
EK05110482,Emirates,FRA,JFK,2026-05-11 21:15,2026-05-11 21:13,201,ON_TIME,D04
BA06130483,British Airways,FRA,HAM,2026-06-13 16:10,2026-06-13 17:00,230,DELAYED,B03
EK06170484,Emirates,FRA,AMS,2026-06-17 14:50,2026-06-17 14:44,282,ON_TIME,B16
IB02120485,Iberia,FRA,MAD,2026-02-12 10:30,2026-02-12 10:46,95,DELAYED,B03
BA01270486,British Airways,FRA,MAD,2026-01-27 08:35,2026-01-27 09:07,82,DELAYED,A05
UA01220487,United Airlines,FR,ZRH,2026-01-22 08:50,2026-01-22 09:52,172,DELAYED,B03
KL06100488,KLM,FRA,VIE,2026-06-10 09:40,2026-06-10 10:22,72,DELAYED,B16
EK04300489,Emirates,FRA,VIE,2026-04-30 22:50,2026-04-30 23:43,288,DELAYED,Z15
UA06130490,United Airlines,FRA,ZRH,2026-06-13 22:50,2026-06-13 23:48,171,DELAYED,A12
IB04040491,Iberia,FRA,CDG,2026-04-04 18:50,2026-04-04 19:33,124,DELAYED,B16
KL05170492,KLM,FRA,VIE,2026-05-17 06:15,2026-05-17 06:31,59,DELAYED,C07
KL03010493,KLM,FRA,PMI,not-a-date,2026-03-01 06:08,138,ON_TIME,C07
UA03090494,United Airlines,FRA,LHR,2026-03-09 08:10,2026-03-09 08:40,194,DELAYED,B09
KL02180495,KLM,FRA,MAD,2026-02-18 07:40,2026-02-18 08:14,306,DELAYED,B03
EK02080496,Emirates,FRA,BER,2026-02-08 07:20,,9,CANCELLED,B09
BA04230497,British Airways,FRA,DXB,2026-04-23 05:45,2026-04-23 06:16,310,DELAYED,B16
IB01090498,Iberia,FR,DXB,2026-01-09 15:35,2026-01-09 15:51,83,DELAYED,B09
UA05200499,United Airlines,FRA,MUC,2026-05-20 20:40,2026-05-20 21:18,117,DELAYED,B03
UA03050500,United Airlines,FRA,VIE,2026-03-05 06:45,2026-03-05 06:30,321,ON_TIME,B03
IB06240501,Iberia,FRA,MAD,2026-06-24 15:00,,117,DELAYED,B09
IB03180502,Iberia,FRA,JFK,2026-03-18 12:00,2026-03-18 11:45,166,ON_TIME,A12
AF04220503,Air France,FRA,JFK,2026-04-22 15:30,2026-04-22 15:42,59,ON_TIME,A05
IB06020504,Iberia,FRA,DXB,2026-06-02 10:00,2026-06-02 10:26,310,DELAYED,A12
EK01160505,Emirates,FRA,JFK,2026-01-16 07:00,2026-01-16 07:01,174,ON_TIME,B16
EK02190506,Emirates,FRA,VIE,2026-02-19 06:10,2026-02-19 05:55,75,ON_TIME,D04
IB03170507,Iberia,FRA,ZRH,2026-03-17 23:15,2026-03-17 23:38,195,DELAYED,Z15
BA05160508,British Airways,FRA,MUC,2026-05-16 10:15,2026-05-16 10:49,242,DELAYED,D04
LH05100509,Lufthansa,FRA,JFK,2026-05-10 17:40,2026-05-10 17:37,219,ON_TIME,A12
UA05150510,United Airlines,FRA,LHR,2026-05-15 21:20,2026-05-15 21:18,264,ON_TIME,B16
DE05140511,Condor,FRA,MUC,2026-05-14 07:30,2026-05-14 08:17,303,DELAYED,B03
DE05270512,Condor,FRA,BER,2026-05-27 18:15,2026-05-27 19:05,186,DELAYED,A05
EK06050513,Emirates,FRA,LHR,2026-06-05 07:30,2026-06-05 07:51,95,DELAYED,D04
LH05230514,Lufthansa,FRA,AMS,2026-05-23 19:00,2026-05-23 21:44,191,DELAYED,E02
LH01190515,Lufthansa,FRA,DXB,2026-01-19 14:35,2026-01-19 15:00,327,DELAYED,C07
AF05150516,Air France,FRA,LHR,2026-05-15 13:25,2026-05-15 13:36,267,ON_TIME,A12
EK04280517,,FRA,JFK,2026-04-28 18:35,2026-04-28 18:59,135,DELAYED,E02
IB03220518,Iberia,FRA,AMS,2026-03-22 23:00,2026-03-22 23:36,275,DELAYED,B16
AF05200519,Air France,FRA,PMI,2026-05-20 12:10,2026-05-20 12:40,284,DELAYED,C07
LH01090520,Lufthansa,FRA,DXB,2026-01-09 15:25,,9,CANCELLED,A05
KL02240521,KLM,FRA,LHR,2026-02-24 15:30,2026-02-24 16:26,316,DELAYED,E02
BA01100522,British Airways,FRA,MUC,2026-01-10 20:00,2026-01-10 19:58,182,ON_TIME,B03
KL01240523,KLM,FRA,CDG,2026-01-24 18:25,2026-01-24 18:35,143,ON_TIME,D04
DE06140524,Condor,FRA,PMI,2026-06-14 14:30,2026-06-14 14:15,95,ON_TIME,A05
EK04220525,Emirates,FRA,AMS,2026-04-22 18:35,2026-04-22 18:54,60,DELAYED,C07
LH05150526,Lufthansa,FRA,CDG,2026-05-15 07:00,2026-05-15 07:49,312,DELAYED,B03
BA06220527,British Airways,FRA,BER,2026-06-22 18:15,2026-06-22 18:20,256,ON_TIME,A18
BA01220528,British Airways,FRA,AMS,2026-01-22 21:25,2026-01-22 21:34,189,ON_TIME,A12
UA04220529,United Airlines,FRA,ZRH,2026-04-22 09:40,2026-04-22 10:02,323,DELAYED,B03
AF03100530,Air France,FRA,MUC,2026-03-10 19:00,2026-03-10 19:37,112,DELAYED,C07
UA03310531,United Airlines,FRA,AMS,2026-03-31 12:00,2026-03-31 11:51,234,ON_TIME,Z15
IB02070532,Iberia,FRA,PMI,2026-02-07 19:30,2026-02-07 19:15,246,ON_TIME,A18
DE01140533,Condor,FRA,MUC,2026-01-14 13:25,2026-01-14 16:22,111,DELAYED,B09
IB01060534,Iberia,FRA,VIE,2026-01-06 15:45,2026-01-06 15:30,322,ON_TIME,B09
IB02060535,Iberia,FRA,PMI,2026-02-06 06:10,2026-02-06 06:20,200,ON_TIME,B03
KL04300536,KLM,FRA,BER,2026-04-30 05:35,2026-04-30 05:43,239,ON_TIME,A12
